ORDER min=169 50%=190 90%=249 99%=271 99.9%=474
ExecTime	TransNo	Weight,%	Percent
4420	0	0	99.9992
4425	0	0	99.9992
4430	0	0	99.9992
4435	0	0	99.9992
4440	0	0	99.9992
4445	0	0	99.9992
4450	0	0	99.9992
4455	0	0	99.9992
4460	3	0.0001	99.9993
4465	0	0	99.9993
4470	0	0	99.9993
4475	0	0	99.9993
4480	0	0	99.9993
4485	0	0	99.9993
4490	0	0	99.9993
4495	0	0	99.9993
4500	0	0	99.9993
4505	0	0	99.9993
4510	0	0	99.9993
4515	0	0	99.9993
4520	0	0	99.9993
4525	0	0	99.9993
4530	0	0	99.9993
4535	0	0	99.9993
4540	0	0	99.9993
4545	0	0	99.9993
4550	0	0	99.9993
4555	0	0	99.9993
4560	0	0	99.9993
4565	0	0	99.9993
4570	0	0	99.9993
4575	0	0	99.9993
4580	0	0	99.9993
4585	0	0	99.9993
4590	0	0	99.9993
4595	0	0	99.9993
4600	0	0	99.9993
4605	0	0	99.9993
4610	0	0	99.9993
4615	0	0	99.9993
4620	0	0	99.9993
4625	0	0	99.9993
4630	0	0	99.9993
4635	0	0	99.9993
4640	0	0	99.9993
4645	0	0	99.9993
4650	0	0	99.9993
4655	0	0	99.9993
4660	0	0	99.9993
4665	0	0	99.9993
4670	0	0	99.9993
4675	0	0	99.9993
4680	0	0	99.9993
4685	0	0	99.9993
4690	0	0	99.9993
4695	0	0	99.9993
4700	0	0	99.9993
4705	0	0	99.9993
4710	0	0	99.9993
4715	0	0	99.9993
4720	0	0	99.9993
4725	0	0	99.9993
4730	0	0	99.9993
4735	0	0	99.9993
4740	0	0	99.9993
4745	0	0	99.9993
4750	0	0	99.9993
4755	0	0	99.9993
4760	0	0	99.9993
4765	0	0	99.9993
4770	0	0	99.9993
4775	0	0	99.9993
4780	0	0	99.9993
4785	0	0	99.9993
4790	0	0	99.9993
4795	0	0	99.9993
4800	0	0	99.9993
4805	0	0	99.9993
4810	0	0	99.9993
4815	0	0	99.9993
4820	0	0	99.9993
4825	0	0	99.9993
4830	0	0	99.9993
4835	0	0	99.9993
4840	0	0	99.9993
4845	0	0	99.9993
4850	0	0	99.9993
4855	0	0	99.9993
4860	0	0	99.9993
4865	0	0	99.9993
4870	0	0	99.9993
4875	0	0	99.9993
4880	0	0	99.9993
4885	0	0	99.9993
4890	0	0	99.9993
4895	0	0	99.9993
4900	0	0	99.9993
4905	0	0	99.9993
4910	0	0	99.9993
4915	0	0	99.9993
4920	0	0	99.9993
4925	0	0	99.9993
4930	0	0	99.9993
4935	0	0	99.9993
4940	0	0	99.9993
4945	0	0	99.9993
4950	0	0	99.9993
4955	0	0	99.9993
4960	0	0	99.9993
4965	0	0	99.9993
4970	0	0	99.9993
4975	0	0	99.9993
4980	0	0	99.9993
4985	0	0	99.9993
4990	0	0	99.9993
4995	0	0	99.9993
5000	0	0	99.9993
5005	0	0	99.9993
5010	0	0	99.9993
5015	0	0	99.9993
5020	0	0	99.9993
5025	0	0	99.9993
5030	0	0	99.9993
5035	0	0	99.9993
5040	0	0	99.9993
5045	0	0	99.9993
5050	0	0	99.9993
5055	0	0	99.9993
5060	0	0	99.9993
5065	0	0	99.9993
5070	0	0	99.9993
5075	0	0	99.9993
5080	0	0	99.9993
5085	0	0	99.9993
5090	0	0	99.9993
5095	0	0	99.9993
5100	0	0	99.9993
5105	0	0	99.9993
5110	0	0	99.9993
5115	0	0	99.9993
5120	0	0	99.9993
5125	0	0	99.9993
5130	0	0	99.9993
5135	0	0	99.9993
5140	0	0	99.9993
5145	0	0	99.9993
5150	0	0	99.9993
5155	0	0	99.9993
5160	0	0	99.9993
5165	0	0	99.9993
5170	0	0	99.9993
5175	0	0	99.9993
5180	0	0	99.9993
5185	0	0	99.9993
5190	0	0	99.9993
5195	0	0	99.9993
5200	0	0	99.9993
5205	0	0	99.9993
5210	0	0	99.9993
5215	0	0	99.9993
5220	0	0	99.9993
5225	0	0	99.9993
5230	0	0	99.9993
5235	0	0	99.9993
5240	0	0	99.9993
5245	0	0	99.9993
5250	0	0	99.9993
5255	0	0	99.9993
5260	0	0	99.9993
5265	0	0	99.9993
5270	0	0	99.9993
5275	0	0	99.9993
5280	0	0	99.9993
5285	0	0	99.9993
5290	0	0	99.9993
5295	0	0	99.9993
5300	0	0	99.9993
5305	0	0	99.9993
5310	0	0	99.9993
5315	0	0	99.9993
5320	0	0	99.9993
5325	0	0	99.9993
5330	0	0	99.9993
5335	0	0	99.9993
5340	0	0	99.9993
5345	0	0	99.9993
5350	0	0	99.9993
5355	0	0	99.9993
5360	0	0	99.9993
5365	0	0	99.9993
5370	0	0	99.9993
5375	0	0	99.9993
5380	0	0	99.9993
5385	0	0	99.9993
5390	0	0	99.9993
5395	0	0	99.9993
5400	0	0	99.9993
5405	0	0	99.9993
5410	0	0	99.9993
5415	0	0	99.9993
5420	0	0	99.9993
5425	0	0	99.9993
5430	0	0	99.9993
5435	0	0	99.9993
5440	0	0	99.9993
5445	0	0	99.9993
5450	0	0	99.9993
5455	0	0	99.9993
5460	0	0	99.9993
5465	0	0	99.9993
5470	0	0	99.9993
5475	0	0	99.9993
5480	0	0	99.9993
5485	0	0	99.9993
5490	0	0	99.9993
5495	0	0	99.9993
5500	0	0	99.9993
5505	0	0	99.9993
5510	0	0	99.9993
5515	0	0	99.9993
5520	0	0	99.9993
5525	0	0	99.9993
5530	0	0	99.9993
5535	0	0	99.9993
5540	0	0	99.9993
5545	0	0	99.9993
5550	0	0	99.9993
5555	0	0	99.9993
5560	0	0	99.9993
5565	0	0	99.9993
5570	0	0	99.9993
5575	0	0	99.9993
5580	0	0	99.9993
5585	0	0	99.9993
5590	3	0.0001	99.9994
5595	0	0	99.9994
5600	0	0	99.9994
5605	0	0	99.9994
5610	0	0	99.9994
5615	0	0	99.9994
5620	0	0	99.9994
5625	0	0	99.9994
5630	0	0	99.9994
5635	0	0	99.9994
5640	0	0	99.9994
5645	0	0	99.9994
5650	0	0	99.9994
5655	0	0	99.9994
5660	0	0	99.9994
5665	0	0	99.9994
5670	0	0	99.9994
5675	0	0	99.9994
5680	0	0	99.9994
5685	0	0	99.9994
5690	0	0	99.9994
5695	0	0	99.9994
5700	0	0	99.9994
5705	0	0	99.9994
5710	0	0	99.9994
5715	0	0	99.9994
5720	0	0	99.9994
5725	0	0	99.9994
5730	0	0	99.9994
5735	0	0	99.9994
5740	0	0	99.9994
5745	0	0	99.9994
5750	0	0	99.9994
5755	0	0	99.9994
5760	0	0	99.9994
5765	0	0	99.9994
5770	0	0	99.9994
5775	0	0	99.9994
5780	0	0	99.9994
5785	0	0	99.9994
5790	0	0	99.9994
5795	0	0	99.9994
5800	0	0	99.9994
5805	0	0	99.9994
5810	0	0	99.9994
5815	0	0	99.9994
5820	0	0	99.9994
5825	0	0	99.9994
5830	0	0	99.9994
5835	0	0	99.9994
5840	0	0	99.9994
5845	0	0	99.9994
5850	0	0	99.9994
5855	0	0	99.9994
5860	0	0	99.9994
5865	0	0	99.9994
5870	0	0	99.9994
5875	0	0	99.9994
5880	0	0	99.9994
5885	0	0	99.9994
5890	0	0	99.9994
5895	0	0	99.9994
5900	0	0	99.9994
5905	0	0	99.9994
